Order_Date,Product_Name,Units_Sold,Unit_Price,Total_Revenue,Customer_ID,Country,Month,year,Day_Of_Week
2009-12-01 09:28:00,VINTAGE DESIGN GIFT TAGS,12.0,0.85,10.2,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,PARTY CONE CHRISTMAS DECORATION,24.0,0.85,20.4,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,PINK DOUGHNUT TRINKET POT,12.0,1.65,19.8,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,RED TOADSTOOL LED NIGHT LIGHT,24.0,1.65,39.6,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,SET/3 RUSSIAN DOLL STACKING TINS,6.0,4.95,29.700000000000003,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,PACK 20 DOLLY PEGS,12.0,0.85,10.2,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,ASSORTED COLOUR MINI CASES,2.0,7.95,15.9,12682,France,December,2009,Tuesday
2009-12-01 09:28:00,POSTAGE,3.0,18.0,54.0,12682,France,December,2009,Tuesday
2009-12-01 09:43:00,CAT BOWL,8.0,2.55,20.4,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:43:00,"DOG BOWL , CHASING BALL DESIGN",8.0,3.75,30.0,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:44:00,BIRD DECORATION RED SPOT,12.0,0.72,8.64,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:44:00,BAKING SET 9 PIECE RETROSPOT,6.0,4.25,25.5,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:44:00,RED WOOLLY HOTTIE WHITE HEART.,36.0,2.95,106.2,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:44:00,SCOTTIE DOG HOT WATER BOTTLE,48.0,4.25,204.0,18087,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,UNION JACK GUNS & ROSES  DOORMAT,2.0,6.75,13.5,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,SCOTTIE DOG HOT WATER BOTTLE,3.0,4.95,14.85,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,HEART IVORY TRELLIS LARGE,12.0,1.65,19.8,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,YELLOW + BROWN BEAR FELT PURSE KIT,12.0,1.25,15.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,FELTCRAFT DOLL ROSIE,6.0,2.95,17.700000000000003,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,FELTCRAFT DOLL MARIA,6.0,2.95,17.700000000000003,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2.95,17.700000000000003,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,KINGS CHOICE SMALL TUBE MATCHES,20.0,1.65,33.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,KINGS CHOICE GIANT TUBE MATCHES,12.0,2.55,30.6,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,KINGS CHOICE CIGAR BOX MATCHES,48.0,1.25,60.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,EMPIRE TISSUE BOX,12.0,1.25,15.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,"GREETING CARD, THE BLACK CAT",12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,RAINY LADIES BIRTHDAY CARD,12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,BANQUET BIRTHDAY  CARD,12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,SPACE BOY BIRTHDAY CARD,12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,RING OF ROSES BIRTHDAY CARD,12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,BOTANICAL LAVENDER BIRTHDAY CARD,12.0,0.42,5.04,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,SET3 BOOK BOX GREEN GINGHAM FLOWER,4.0,4.25,17.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,SET/3 RED GINGHAM ROSE STORAGE BOX,4.0,3.75,15.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,SET 12 RETRO WHITE CHALK STICKS,24.0,0.42,10.08,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,VINTAGE SNAP CARDS,12.0,0.85,10.2,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,BINGO SET,8.0,3.75,30.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:46:00,VICTORIAN SEWING KIT,12.0,1.25,15.0,13635,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,RETRO RED SPOTTY WASHING UP GLOVES,6.0,2.1,12.6,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,SET/2 RED SPOTTY TEA TOWELS,12.0,2.95,35.400000000000006,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,"RECORD FRAME 7"" SINGLE SIZE",48.0,2.1,100.8,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,VINYL RECORD FRAME SILVER,24.0,3.39,81.36,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,BATHROOM METAL SIGN,12.0,0.55,6.6000000000000005,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,LADIES & GENTLEMEN METAL SIGN,12.0,2.55,30.6,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:50:00,RED SPOTTY OVEN GLOVE DOUBLE,6.0,2.95,17.700000000000003,14110,United Kingdom,December,2009,Tuesday
2009-12-01 09:55:00,POSTAGE,1.0,141.0,141.0,12636,USA,December,2009,Tuesday
2009-12-01 09:57:00,PINK FELT HANGING HEART W FLOWER,12.0,0.85,10.2,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,BLUE FELT HANGING HEART W FLOWER,12.0,0.85,10.2,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,BIRD DECORATION RED SPOT,24.0,0.85,20.4,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,PARTY CONE CHRISTMAS DECORATION,12.0,0.85,10.2,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,RETRO SPOT LAMP,2.0,9.95,19.9,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,PARTY CONES CANDY ASSORTED,12.0,1.25,15.0,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,HEART STRING MEMO HOLDER HANGING,6.0,2.95,17.700000000000003,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,FOLKART BAUBLE CHRISTMAS DECORATION,48.0,0.38,18.24,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,6 CROCHET STRAWBERRIES,12.0,1.25,15.0,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,SET OF 72 PINK HEART PAPER DOILIES,12.0,1.45,17.4,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,LOVEBIRD HANGING DECORATION WHITE,24.0,0.85,20.4,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,WHITE TALL PORCELAIN T-LIGHT HOLDER,6.0,2.55,15.3,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,BAKING SET 9 PIECE RETROSPOT,3.0,4.95,14.85,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,EDWARDIAN TOILET ROLL UNIT,1.0,12.75,12.75,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,SET/6 STRAWBERRY PAPER CUPS,24.0,0.65,15.6,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,SET/6 WOODLAND PAPER CUPS,24.0,0.65,15.6,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,JUMBO BAG PINK VINTAGE PAISLEY,10.0,1.95,19.5,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,"GARLAND , WOODEN  "" HAPPY EASTER""",24.0,1.25,30.0,17519,United Kingdom,December,2009,Tuesday
2009-12-01 09:57:00,SET/6 WOODLAND PAPER PLATES,12.0,0.85,10.2,17519,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RED HANGING HEART T-LIGHT HOLDER,32.0,2.55,81.6,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,WHITE HANGING HEART T-LIGHT HOLDER,32.0,2.55,81.6,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,VICTORIAN GLASS HANGING T-LIGHT,12.0,1.25,15.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,UNION JACK HOT WATER BOTTLE,12.0,5.95,71.4,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RED SPOT CERAMIC DRAWER KNOB,12.0,1.25,15.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,PAPER CHAIN KIT 50'S CHRISTMAS,12.0,2.95,35.400000000000006,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,SCOTTIE DOG HOT WATER BOTTLE,6.0,4.95,29.700000000000003,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,CHOCOLATE HOT WATER BOTTLE,12.0,4.95,59.400000000000006,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,HEART FILIGREE DOVE  SMALL,24.0,1.25,30.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,FRYING PAN RED POLKADOT,4.0,4.25,17.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,PAPER CHAIN KIT RETRO SPOT,24.0,2.95,70.80000000000001,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,HOT WATER BOTTLE TEA AND SYMPATHY,12.0,3.95,47.400000000000006,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RED SPOT HEART HOT WATER BOTTLE,12.0,4.95,59.400000000000006,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,JUMBO BAG SCANDINAVIAN PAISLEY,10.0,1.95,19.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,JUMBO BAG PINK VINTAGE PAISLEY,10.0,1.95,19.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,JUMBO BAG RED WHITE SPOTTY,20.0,1.95,39.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,"CHARLOTTE BAG , PINK/WHITE SPOTS",10.0,0.85,8.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RED SPOTTY CHARLOTTE BAG,10.0,0.85,8.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,KINGS CHOICE CIGAR BOX MATCHES,24.0,1.25,30.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RETRO SPOT  CIGAR BOX MATCHES,24.0,1.25,30.0,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,LUNCH BAG RED SPOTTY,10.0,1.65,16.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,LUNCH BAG CARS BLUE,10.0,1.65,16.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,LUNCH BAG WOODLAND,10.0,1.65,16.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RETRO RED SPOTTY WASHING UP GLOVES,12.0,2.1,25.200000000000003,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,RED SPOTTY ROUND CAKE TINS,12.0,8.95,107.4,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,LARGE HEART MEASURING SPOONS,12.0,1.65,19.8,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:06:00,CREAM SWEETHEART MINI CHEST,2.0,12.75,25.5,13758,United Kingdom,December,2009,Tuesday
2009-12-01 10:10:00,POSTAGE,1.0,130.0,130.0,12362,Belgium,December,2009,Tuesday
2009-12-01 10:18:00,GOLD APERITIF GLASS,48.0,2.12,101.76,15413,United Kingdom,December,2009,Tuesday
2009-12-01 10:18:00,GOLD WINE GLASS,48.0,3.39,162.72,15413,United Kingdom,December,2009,Tuesday
2009-12-01 10:18:00,GOLD WINE GOBLET,48.0,4.25,204.0,15413,United Kingdom,December,2009,Tuesday
2009-12-01 10:18:00,SILVER APERITIF GLASS,48.0,2.12,101.76,15413,United Kingdom,December,2009,Tuesday
2009-12-01 10:36:00,PAPER BUNTING WHITE LACE,12.0,2.95,35.400000000000006,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,CREAM FELT EASTER EGG BASKET,6.0,1.65,9.9,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,POTTING SHED SOW 'N' GROW SET,4.0,4.25,17.0,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,POTTING SHED TWINE,6.0,2.1,12.6,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,PAPER CHAIN KIT RETRO SPOT,12.0,2.95,35.400000000000006,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,SAVE THE PLANET MUG,12.0,1.25,15.0,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,ANTIQUE SILVER TEA GLASS ETCHED,12.0,1.25,15.0,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,HANGING HEART ZINC T-LIGHT HOLDER,24.0,0.85,20.4,16321,Australia,December,2009,Tuesday
2009-12-01 10:36:00,PAPER BUNTING RETRO SPOTS,12.0,2.95,35.400000000000006,16321,Australia,December,2009,Tuesday
2009-12-01 10:46:00,PINK CHERRY LIGHTS,8.0,6.75,54.0,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,PACK OF 60 PINK PAISLEY CAKE CASES,24.0,0.55,13.2,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,60 TEATIME FAIRY CAKE CASES,24.0,0.55,13.2,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,FELTCRAFT DOLL EMILY,6.0,2.95,17.700000000000003,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,FELTCRAFT DOLL MOLLY,6.0,2.95,17.700000000000003,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,SET 10 LIGHTS NIGHT OWL,4.0,6.75,27.0,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,BIRDS MOBILE VINTAGE DESIGN,3.0,5.95,17.85,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,3 PIECE JIGSAW TOADSTOOLS,8.0,1.65,13.2,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,BOYS ALPHABET IRON ON PATCHES,576.0,0.21,120.96,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,WHITE CHERRY LIGHTS,8.0,6.75,54.0,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,BAKING SET 9 PIECE RETROSPOT,3.0,4.95,14.85,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,RETRO SPOT TEA SET CERAMIC 11 PC,3.0,4.95,14.85,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,SILVER CHERRY LIGHTS,4.0,6.75,27.0,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,RED TOADSTOOL LED NIGHT LIGHT,12.0,1.65,19.8,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:46:00,GIRLS ALPHABET IRON ON PATCHES,288.0,0.21,60.48,16167,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,RED STRIPE CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,BLUE STRIPE CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,BLUE SPOT CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,RED SPOT CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,WHITE SPOT RED CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24.0,1.25,30.0,17865,United Kingdom,December,2009,Tuesday
2009-12-01 10:49:00,UNION JACK HOT WATER BOTTLE,3.0,5.95,17.85,17865,United Kingdom,December,2009,Tuesday
